activity_id,opportunity_id,activity_type,activity_date
ACT006823,OPP02823,call,2026-01-03
ACT006824,OPP02823,call,2026-01-31
ACT006825,OPP02823,meeting_online,2026-01-02
ACT006826,OPP02823,meeting_online,2026-01-02
ACT006827,OPP02824,meeting_online,2026-01-17
ACT006828,OPP02827,call,2026-01-07
ACT006829,OPP02827,call,2025-12-15
ACT006830,OPP02827,meeting_f2f,2025-12-30
ACT006831,OPP02827,call,2026-02-22
ACT006832,OPP02829,call,2026-01-30
ACT006833,OPP02829,meeting_f2f,2026-02-28
ACT006834,OPP02830,call,2026-02-11
ACT006835,OPP02830,meeting_online,2026-02-21
ACT006836,OPP02830,linkedin,2026-03-08
ACT006837,OPP02830,call,2026-02-19
ACT006838,OPP02831,call,2026-01-19
ACT006839,OPP02831,call,2025-12-12
ACT006840,OPP02832,linkedin,2026-01-03
ACT006841,OPP02832,linkedin,2025-12-15
ACT006842,OPP02834,call,2026-02-15
ACT006843,OPP02834,meeting_online,2025-12-25
ACT006844,OPP02834,call,2026-02-08
ACT006845,OPP02835,meeting_online,2026-01-12
ACT006846,OPP02835,call,2026-01-04
ACT006847,OPP02836,meeting_f2f,2026-02-14
ACT006848,OPP02838,call,2025-12-25
ACT006849,OPP02838,meeting_online,2026-01-06
ACT006850,OPP02839,call,2026-01-30
ACT006851,OPP02840,call,2025-12-18
ACT006852,OPP02841,meeting_online,2026-01-24
ACT006853,OPP02842,meeting_online,2026-02-23
ACT006854,OPP02843,call,2025-12-23
ACT006855,OPP02843,meeting_online,2025-12-06
ACT006856,OPP02843,meeting_f2f,2025-12-06
ACT006857,OPP02844,call,2026-01-24
ACT006858,OPP02844,meeting_online,2026-03-31
ACT006859,OPP02844,call,2026-03-03
ACT006860,OPP02844,call,2026-03-19
ACT006861,OPP02845,meeting_f2f,2026-01-06
ACT006862,OPP02845,meeting_online,2025-12-08
ACT006863,OPP02845,linkedin,2026-01-20
ACT006864,OPP02845,call,2025-12-30
ACT006865,OPP02845,call,2026-02-03
ACT006866,OPP02845,call,2025-12-20
ACT006867,OPP02846,call,2026-03-03
ACT006868,OPP02846,meeting_f2f,2026-01-23
ACT006869,OPP02847,call,2026-02-22
ACT006870,OPP02847,call,2026-02-12
ACT006871,OPP02848,call,2026-03-01
ACT006872,OPP02848,call,2026-02-11
ACT006873,OPP02849,call,2026-03-01
ACT006874,OPP02849,linkedin,2026-01-31
ACT006875,OPP02849,meeting_online,2026-03-16
ACT006876,OPP02850,call,2026-02-11
ACT006877,OPP02850,call,2026-01-20
ACT006878,OPP02850,meeting_f2f,2026-01-25
ACT006879,OPP02851,call,2026-01-07
ACT006880,OPP02851,meeting_online,2025-12-13
ACT006881,OPP02852,meeting_online,2026-02-07
ACT006882,OPP02852,meeting_online,2026-02-25
ACT006883,OPP02852,call,2026-01-27
ACT006884,OPP02853,meeting_online,2026-01-06
ACT006885,OPP02853,call,2026-01-20
ACT006886,OPP02853,meeting_online,2026-01-04
ACT006887,OPP02855,linkedin,2026-03-06
ACT006888,OPP02855,call,2026-02-07
ACT006889,OPP02855,call,2026-02-01
ACT006890,OPP02856,call,2025-12-28
ACT006891,OPP02856,linkedin,2026-01-12
ACT006892,OPP02857,call,2026-01-14
ACT006893,OPP02857,meeting_f2f,2025-12-15
ACT006894,OPP02858,call,2025-12-24
ACT006895,OPP02858,call,2025-12-29
ACT006896,OPP02858,call,2026-01-01
ACT006897,OPP02859,call,2026-01-12
ACT006898,OPP02859,linkedin,2026-01-10
ACT006899,OPP02859,call,2026-01-08
ACT006900,OPP02859,linkedin,2026-01-02
ACT006901,OPP02859,meeting_f2f,2026-01-05
ACT006902,OPP02860,call,2026-03-08
ACT006903,OPP02860,meeting_online,2026-03-28
ACT006904,OPP02860,meeting_f2f,2026-01-23
ACT006905,OPP02861,call,2025-12-25
ACT006906,OPP02862,call,2026-01-12
ACT006907,OPP02863,call,2026-01-19
ACT006908,OPP02863,call,2026-02-02
ACT006909,OPP02863,call,2025-12-26
ACT006910,OPP02863,meeting_online,2026-01-31
ACT006911,OPP02863,call,2026-02-11
ACT006912,OPP02865,linkedin,2026-02-03
ACT006913,OPP02866,call,2026-01-07
ACT006914,OPP02867,linkedin,2026-02-16
ACT006915,OPP02867,linkedin,2026-01-12
ACT006916,OPP02868,call,2026-01-05
ACT006917,OPP02869,meeting_f2f,2025-11-20
ACT006918,OPP02870,call,2026-03-06
ACT006919,OPP02870,meeting_f2f,2026-02-02
ACT006920,OPP02870,meeting_online,2025-12-24
ACT006921,OPP02871,call,2025-12-29
ACT006922,OPP02871,meeting_online,2026-01-11
ACT006923,OPP02871,meeting_online,2026-01-07
ACT006924,OPP02871,linkedin,2026-01-12
ACT006925,OPP02871,call,2026-01-28
ACT006926,OPP02871,meeting_online,2025-12-29
ACT006927,OPP02872,call,2026-01-07
ACT006928,OPP02873,call,2026-02-19
ACT006929,OPP02873,call,2026-01-25
ACT006930,OPP02873,call,2026-03-02
ACT006931,OPP02874,call,2026-02-18
ACT006932,OPP02874,call,2026-04-05
ACT006933,OPP02874,call,2026-04-26
ACT006934,OPP02874,meeting_online,2026-04-19
ACT006935,OPP02874,linkedin,2026-03-16
ACT006936,OPP02875,meeting_f2f,2026-03-04
ACT006937,OPP02875,call,2026-01-21
ACT006938,OPP02876,call,2025-12-26
ACT006939,OPP02876,meeting_f2f,2025-12-09
ACT006940,OPP02876,call,2025-12-29
ACT006941,OPP02876,call,2025-12-19
ACT006942,OPP02877,meeting_online,2026-01-22
ACT006943,OPP02877,call,2026-01-22
ACT006944,OPP02877,call,2026-01-21
ACT006945,OPP02877,call,2026-02-21
ACT006946,OPP02878,call,2026-02-19
ACT006947,OPP02878,call,2026-01-23
ACT006948,OPP02879,call,2026-02-24
ACT006949,OPP02879,linkedin,2026-02-18
ACT006950,OPP02879,linkedin,2025-12-31
ACT006951,OPP02879,call,2026-02-21
ACT006952,OPP02879,call,2025-12-23
ACT006953,OPP02879,call,2025-12-26
ACT006954,OPP02881,meeting_online,2026-01-01
ACT006955,OPP02881,meeting_online,2025-12-28
ACT006956,OPP02881,meeting_online,2026-01-21
ACT006957,OPP02881,call,2025-12-26
ACT006958,OPP02883,meeting_f2f,2025-12-19
ACT006959,OPP02883,linkedin,2026-01-16
ACT006960,OPP02883,meeting_f2f,2025-12-29
ACT006961,OPP02886,meeting_f2f,2026-02-21
ACT006962,OPP02886,linkedin,2026-04-08
ACT006963,OPP02886,call,2026-02-27
ACT006964,OPP02886,linkedin,2026-04-06
ACT006965,OPP02887,linkedin,2026-01-09
ACT006966,OPP02887,meeting_online,2026-02-20
ACT006967,OPP02887,call,2026-02-11
ACT006968,OPP02887,call,2026-02-04
ACT006969,OPP02887,linkedin,2026-01-17
ACT006970,OPP02887,linkedin,2026-01-04
ACT006971,OPP02888,meeting_f2f,2026-03-12
ACT006972,OPP02888,call,2026-02-07
ACT006973,OPP02888,linkedin,2026-02-12
ACT006974,OPP02890,call,2026-11-01
ACT006975,OPP02890,linkedin,2026-11-01
ACT006976,OPP02890,call,2026-11-01
ACT006977,OPP02891,meeting_online,2026-01-25
ACT006978,OPP02891,call,2026-01-14
ACT006979,OPP02891,linkedin,2026-01-20
ACT006980,OPP02892,call,2026-02-13
ACT006981,OPP02892,linkedin,2026-01-12
ACT006982,OPP02892,linkedin,2026-02-02
ACT006983,OPP02892,linkedin,2026-01-31
ACT006984,OPP02892,meeting_online,2026-01-21
ACT006985,OPP02892,meeting_online,2026-01-08
ACT006986,OPP02894,meeting_f2f,2026-02-10
ACT006987,OPP02894,linkedin,2026-03-06
ACT006988,OPP02895,meeting_online,2026-04-05
ACT006989,OPP02895,call,2026-01-13
ACT006990,OPP02895,call,2026-02-22
ACT006991,OPP02895,call,2026-02-20
ACT006992,OPP02896,call,2026-01-27
ACT006993,OPP02896,call,2026-01-18
ACT006994,OPP02896,call,2026-02-11
ACT006995,OPP02897,call,2026-03-30
ACT006996,OPP02897,meeting_f2f,2026-01-12
ACT006997,OPP02898,meeting_f2f,2026-04-16
ACT006998,OPP02898,call,2026-01-25
ACT006999,OPP02898,call,2026-03-14
ACT007000,OPP02899,call,2026-04-16
ACT007001,OPP02899,linkedin,2026-01-24
ACT007002,OPP02900,call,2026-01-31
ACT007003,OPP02900,linkedin,2026-01-30
ACT007004,OPP02901,meeting_online,2026-03-09
ACT007005,OPP02901,call,2026-02-02
ACT007006,OPP02901,meeting_online,2026-03-03
ACT007007,OPP02902,call,2026-03-02
ACT007008,OPP02902,meeting_f2f,2026-02-05
ACT007009,OPP02902,linkedin,2026-02-04
ACT007010,OPP02903,linkedin,2026-01-26
ACT007011,OPP02903,call,2026-01-28
ACT007012,OPP02904,call,2026-03-08
ACT007013,OPP02904,call,2026-03-27
ACT007014,OPP02904,call,2026-03-02
ACT007015,OPP02906,call,2026-04-18
ACT007016,OPP02907,linkedin,2026-03-04
ACT007017,OPP02907,linkedin,2026-02-09
ACT007018,OPP02908,meeting_f2f,2026-02-14
ACT007019,OPP02908,meeting_online,2026-03-27
ACT007020,OPP02908,linkedin,2026-03-07
ACT007021,OPP02908,call,2026-01-25
ACT007022,OPP02908,call,2026-02-22
ACT007023,OPP02909,meeting_f2f,2026-03-05
ACT007024,OPP02909,linkedin,2026-03-23
ACT007025,OPP02909,call,2026-03-20
ACT007026,OPP02909,call,2026-03-31
ACT007027,OPP02910,call,2026-02-17
ACT007028,OPP02910,call,2026-02-03
ACT007029,OPP02910,linkedin,2026-02-19
ACT007030,OPP02911,meeting_online,2026-02-03
ACT007031,OPP02911,linkedin,2026-05-01
ACT007032,OPP02911,,2026-03-16
ACT007033,OPP02911,call,2026-05-02
ACT007034,OPP02911,call,2026-01-28
ACT007035,OPP02912,call,2026-02-08
ACT007036,OPP02912,call,2026-03-02
ACT007037,OPP02913,call,2026-01-28
ACT007038,OPP02913,call,2026-01-22
ACT007039,OPP02913,linkedin,2026-01-15
ACT007040,OPP02913,call,2026-01-15
ACT007041,OPP02913,meeting_online,2026-01-23
ACT007042,OPP02913,call,2026-01-15
ACT007043,OPP02914,call,2026-02-06
ACT007044,OPP02914,meeting_online,2026-01-31
ACT007045,OPP02915,meeting_online,2026-05-15
ACT007046,OPP02915,linkedin,2026-04-10
ACT007047,OPP02915,linkedin,2026-05-23
ACT007048,OPP02916,call,2026-04-15
ACT007049,OPP02916,call,2026-01-15
ACT007050,OPP02916,linkedin,2026-02-20
ACT007051,OPP02917,call,2026-01-09
ACT007052,OPP02917,call,2026-01-02
ACT007053,OPP02918,meeting_online,2026-03-05
ACT007054,OPP02918,meeting_f2f,2026-05-12
ACT007055,OPP02918,call,2026-04-29
ACT007056,OPP02918,meeting_online,2026-05-03
ACT007057,OPP02918,meeting_online,2026-02-16
ACT007058,OPP02919,call,2026-07-02
ACT007059,OPP02919,linkedin,2026-05-23
ACT007060,OPP02921,meeting_online,2026-02-13
ACT007061,OPP02921,call,2026-04-03
ACT007062,OPP02921,call,2026-03-25
ACT007063,OPP02922,meeting_online,2026-02-22
ACT007064,OPP02922,meeting_online,2026-03-18
ACT007065,OPP02922,call,2026-03-09
ACT007066,OPP02922,meeting_f2f,2026-02-10
ACT007067,OPP02922,meeting_f2f,2026-02-11
ACT007068,OPP02923,call,2026-03-10
ACT007069,OPP02924,linkedin,2026-03-28
ACT007070,OPP02924,linkedin,2026-04-08
ACT007071,OPP02924,call,2026-05-05
ACT007072,OPP02925,meeting_f2f,2026-04-28
ACT007073,OPP02925,linkedin,2026-02-12
ACT007074,OPP02925,call,2026-04-03
ACT007075,OPP02925,call,2026-01-16
ACT007076,OPP02926,meeting_online,2026-03-06
ACT007077,OPP02926,linkedin,2026-02-14
ACT007078,OPP02926,meeting_online,2026-03-14
ACT007079,OPP02927,meeting_online,2026-04-11
ACT007080,OPP02927,call,2026-03-18
ACT007081,OPP02928,call,2026-04-30
ACT007082,OPP02928,meeting_online,2026-04-19
ACT007083,OPP02928,linkedin,2026-05-07
ACT007084,OPP02929,meeting_online,2026-01-29
ACT007085,OPP02929,meeting_f2f,2026-02-10
ACT007086,OPP02929,call,2026-02-04
ACT007087,OPP02929,call,2026-02-05
ACT007088,OPP02930,call,2026-02-05
ACT007089,OPP02930,meeting_online,2026-02-06
ACT007090,OPP02930,call,2026-02-09
ACT007091,OPP02931,meeting_online,2026-02-03
ACT007092,OPP02931,call,2026-02-03
ACT007093,OPP02931,linkedin,2026-01-10
ACT007094,OPP02931,call,2026-01-15
ACT007095,OPP02932,meeting_f2f,2026-04-08
ACT007096,OPP02932,call,2026-04-22
ACT007097,OPP02932,meeting_online,2026-02-14
ACT007098,OPP02932,meeting_online,2026-02-26
ACT007099,OPP02933,call,2026-05-04
ACT007100,OPP02933,call,2026-05-08
ACT007101,OPP02933,meeting_online,2026-04-22
ACT007102,OPP02933,meeting_f2f,2026-05-29
ACT007103,OPP02933,call,2026-04-23
ACT007104,OPP02934,call,2026-03-29
ACT007105,OPP02934,meeting_online,2026-02-07
ACT007106,OPP02934,linkedin,2026-02-07
ACT007107,OPP02934,meeting_online,2026-02-27
ACT007108,OPP02934,call,2026-04-11
ACT007109,OPP02934,call,2026-03-28
ACT007110,OPP02935,call,2026-02-17
ACT007111,OPP02935,meeting_f2f,2026-05-03
ACT007112,OPP02936,call,2026-02-23
ACT007113,OPP02936,meeting_f2f,2026-01-25
ACT007114,OPP02936,meeting_f2f,2026-05-13
ACT007115,OPP02936,call,2026-05-29
ACT007116,OPP02937,call,2026-03-16
ACT007117,OPP02937,call,2026-01-24
ACT007118,OPP02937,meeting_online,2026-03-31
ACT007119,OPP02938,linkedin,2026-02-10
ACT007120,OPP02938,linkedin,2026-01-16
ACT007121,OPP02938,meeting_f2f,2026-02-08
ACT007122,OPP02938,call,2026-01-19
ACT007123,OPP02938,call,2026-02-05
ACT007124,OPP02939,linkedin,2026-02-15
ACT007125,OPP02940,call,2026-01-28
ACT007126,OPP02941,meeting_f2f,2026-01-21
ACT007127,OPP02942,meeting_f2f,2026-03-25
ACT007128,OPP02942,meeting_online,2026-04-18
ACT007129,OPP02942,meeting_online,2026-03-04
ACT007130,OPP02942,call,2026-01-12
ACT007131,OPP02943,call,2026-02-03
ACT007132,OPP02943,meeting_online,2026-02-10
ACT007133,OPP02943,call,2026-02-10
ACT007134,OPP02944,meeting_f2f,2026-02-22
ACT007135,OPP02944,meeting_online,2026-02-12
ACT007136,OPP02944,meeting_f2f,2026-01-19
ACT007137,OPP02944,meeting_f2f,2026-02-24
ACT007138,OPP02944,call,2026-02-14
ACT007139,OPP02944,meeting_f2f,2026-02-09
ACT007140,OPP02945,call,2026-02-17
ACT007141,OPP02945,meeting_online,2026-02-28
ACT007142,OPP02947,call,2026-02-14
ACT007143,OPP02947,call,2026-02-02
ACT007144,OPP02948,call,2026-01-30
ACT007145,OPP02948,linkedin,2026-03-28
ACT007146,OPP02948,linkedin,2026-02-28
ACT007147,OPP02949,call,2026-02-09
ACT007148,OPP02949,meeting_f2f,2026-03-16
ACT007149,OPP02949,meeting_online,2026-02-14
ACT007150,OPP02950,linkedin,2026-02-26
ACT007151,OPP02950,call,2026-02-18
ACT007152,OPP02950,call,2026-01-28
ACT007153,OPP02952,call,2026-03-12
ACT007154,OPP02952,call,2026-03-03
ACT007155,OPP02952,linkedin,2026-01-31
ACT007156,OPP02953,meeting_online,2026-04-13
ACT007157,OPP02953,meeting_online,2026-01-10
ACT007158,OPP02953,meeting_f2f,2026-02-28
ACT007159,OPP02954,meeting_online,2026-01-26
ACT007160,OPP02955,meeting_online,2026-02-09
ACT007161,OPP02956,meeting_online,2026-04-03
ACT007162,OPP02956,linkedin,2026-04-01
ACT007163,OPP02957,call,2026-02-13
ACT007164,OPP02957,call,2026-01-27
ACT007165,OPP02957,call,2026-02-18
ACT007166,OPP02957,linkedin,2026-02-02
ACT007167,OPP02958,meeting_f2f,2026-01-22
ACT007168,OPP02958,call,2026-02-03
ACT007169,OPP02958,meeting_online,2026-01-22
ACT007170,OPP02958,meeting_online,2026-02-28
ACT007171,OPP02959,meeting_online,2026-03-03
ACT007172,OPP02959,meeting_f2f,2026-02-02
ACT007173,OPP02959,linkedin,2026-03-14
ACT007174,OPP02959,meeting_online,2026-01-25
ACT007175,OPP02959,call,2026-01-06
ACT007176,OPP02960,call,2026-04-16
ACT007177,OPP02960,call,2026-01-31
ACT007178,OPP02960,meeting_f2f,2026-03-23
ACT007179,OPP02960,linkedin,2026-04-06
ACT007180,OPP02961,linkedin,2026-01-22
ACT007181,OPP02961,meeting_online,2026-01-27
ACT007182,OPP02964,meeting_f2f,2026-01-27
ACT007183,OPP02965,linkedin,2026-01-20
ACT007184,OPP02966,meeting_f2f,2026-03-30
ACT007185,OPP02967,meeting_online,2026-03-09
ACT007186,OPP02970,linkedin,2026-03-19
ACT007187,OPP02970,meeting_online,2026-02-21
ACT007188,OPP02971,linkedin,2026-02-16
ACT007189,OPP02972,meeting_f2f,2026-01-20
ACT007190,OPP02973,call,2026-01-20
ACT007191,OPP02974,call,2026-04-13
ACT007192,OPP02974,linkedin,2026-02-07
ACT007193,OPP02975,call,2026-02-21
ACT007194,OPP02976,call,2026-01-18
ACT007195,OPP02977,call,2026-02-07
ACT007196,OPP02977,linkedin,2026-02-12
ACT007197,OPP02980,meeting_online,2026-01-28
ACT007198,OPP02980,meeting_online,2026-02-03
ACT007199,OPP02980,meeting_f2f,2026-01-19
ACT007200,OPP02981,call,2026-03-20
ACT007201,OPP02981,meeting_online,2026-03-31
ACT007202,OPP02982,call,2026-04-23
ACT007203,OPP02985,call,2026-02-10
ACT007204,OPP02986,meeting_online,2026-02-15
ACT007205,OPP02986,call,2026-01-24
ACT007206,OPP02987,call,2026-01-09
ACT007207,OPP02988,,2026-03-24
ACT007208,OPP02989,call,2026-03-13
ACT007209,OPP02989,meeting_online,2026-03-09
ACT007210,OPP02989,call,2026-01-31
ACT007211,OPP02990,call,2026-02-03
ACT007212,OPP02990,linkedin,2026-03-13
ACT007213,OPP02991,linkedin,2026-04-07
ACT007214,OPP02991,call,2026-03-03
ACT007215,OPP02992,meeting_online,2026-02-19
ACT007216,OPP02992,call,2026-03-18
ACT007217,OPP02992,call,2026-03-08
ACT007218,OPP02993,call,2026-03-04
ACT007219,OPP02994,meeting_online,2026-02-11
ACT007220,OPP02995,linkedin,2026-02-04
ACT007221,OPP02997,call,2026-03-04
ACT007222,OPP02999,call,2026-02-18
ACT007223,OPP02999,call,2026-03-09
ACT007224,OPP03000,call,2026-01-30
ACT007225,OPP03000,meeting_f2f,2026-03-27
ACT007226,OPP03001,meeting_f2f,2026-02-14
ACT007227,OPP03002,call,2026-02-02
ACT007228,OPP03003,call,2026-02-04
ACT007229,OPP03003,call,2026-04-25
ACT007230,OPP03003,call,2026-03-27
ACT007231,OPP03005,call,2026-04-30
ACT007232,OPP03005,call,2026-05-24
ACT007233,OPP03005,call,2026-06-20
ACT007234,OPP03005,,2026-05-28
ACT007235,OPP03005,call,2026-02-20
ACT007236,OPP03005,call,2026-04-09
ACT007237,OPP03007,linkedin,2026-02-04
ACT007238,OPP03007,call,2026-03-05
ACT007239,OPP03009,call,2026-01-25
ACT007240,OPP03009,call,2026-01-23
ACT007241,OPP03009,call,2026-02-14
ACT007242,OPP03010,call,2026-02-16
ACT007243,OPP03011,call,2026-02-12
ACT007244,OPP03011,call,2026-01-22
ACT007245,OPP03011,call,2026-01-12
ACT007246,OPP03012,call,2026-04-24
ACT007247,OPP03012,call,2026-01-17
ACT007248,OPP03012,meeting_online,2026-02-16
ACT007249,OPP03013,call,2026-02-11
ACT007250,OPP03013,call,2026-02-10
ACT007251,OPP03013,call,2026-01-18
ACT007252,OPP03014,call,2026-02-06
ACT007253,OPP03014,call,2026-01-09
ACT007254,OPP03014,call,2026-01-30
ACT007255,OPP03014,call,2026-02-04
ACT007256,OPP03014,meeting_f2f,2026-01-16
ACT007257,OPP03014,call,2026-01-22
ACT007258,OPP03016,call,2026-01-26
ACT007259,OPP03016,meeting_f2f,2026-01-16
ACT007260,OPP03016,meeting_online,2026-01-05
ACT007261,OPP03016,call,2026-01-20
ACT007262,OPP03017,meeting_online,2026-01-19
ACT007263,OPP03018,call,2026-02-26
ACT007264,OPP03018,call,2026-01-18
ACT007265,OPP03019,linkedin,2026-02-09
ACT007266,OPP03020,meeting_online,2026-03-03
ACT007267,OPP03020,call,2026-01-24
ACT007268,OPP03020,call,2026-02-22
ACT007269,OPP03021,call,2026-02-16
ACT007270,OPP03022,meeting_f2f,2026-02-26
ACT007271,OPP03022,meeting_online,2026-01-28
ACT007272,OPP03024,linkedin,2026-03-10
ACT007273,OPP03025,linkedin,2026-02-19
ACT007274,OPP03025,call,2026-02-13
ACT007275,OPP03028,call,2026-03-06
ACT007276,OPP03028,call,2026-02-07
ACT007277,OPP03028,call,2026-02-13
ACT007278,OPP03029,meeting_online,2026-03-17
ACT007279,OPP03029,call,2026-03-07
ACT007280,OPP03030,call,2026-03-19
ACT007281,OPP03030,call,2026-01-24
ACT007282,OPP03030,linkedin,2026-02-21
ACT007283,OPP03030,call,2026-03-28
ACT007284,OPP03031,call,2026-02-13
ACT007285,OPP03031,call,2026-02-10
ACT007286,OPP03031,call,2026-02-18
ACT007287,OPP03032,linkedin,2026-03-21
ACT007288,OPP03032,call,2026-02-22
ACT007289,OPP03032,call,2026-01-30
ACT007290,OPP03033,call,2026-02-01
ACT007291,OPP03033,call,2026-02-15
ACT007292,OPP03034,meeting_f2f,2026-04-15
ACT007293,OPP03034,meeting_online,2026-04-28
ACT007294,OPP03034,call,2026-02-15
ACT007295,OPP03034,call,2026-04-09
ACT007296,OPP03034,meeting_online,2026-01-12
ACT007297,OPP03035,call,2026-03-02
ACT007298,OPP03036,call,2026-01-15
ACT007299,OPP03036,call,2026-02-17
ACT007300,OPP03036,call,2026-03-19
ACT007301,OPP03037,call,2026-02-14
ACT007302,OPP03038,call,2026-01-28
ACT007303,OPP03038,call,2026-01-23
ACT007304,OPP03038,meeting_online,2026-03-08
ACT007305,OPP03038,call,2026-01-22
ACT007306,OPP03039,call,2026-03-10
ACT007307,OPP03040,meeting_online,2026-01-18
ACT007308,OPP03040,call,2026-01-20
ACT007309,OPP03041,meeting_online,2026-02-05
ACT007310,OPP03042,call,2026-03-12
ACT007311,OPP03043,meeting_online,2026-02-03
ACT007312,OPP03043,linkedin,2026-02-22
ACT007313,OPP03043,call,2026-03-26
ACT007314,OPP03044,call,2026-04-05
ACT007315,OPP03045,linkedin,2026-02-02
ACT007316,OPP03045,meeting_f2f,2026-02-24
ACT007317,OPP03046,linkedin,2026-01-09
ACT007318,OPP03046,meeting_online,2026-01-27
ACT007319,OPP03046,meeting_online,2026-02-17
ACT007320,OPP03048,call,2026-01-20
ACT007321,OPP03048,meeting_online,2026-03-06
ACT007322,OPP03048,linkedin,2026-02-06
ACT007323,OPP03050,linkedin,2026-02-24
ACT007324,OPP03050,linkedin,2026-02-18
ACT007325,OPP03051,call,2026-01-25
ACT007326,OPP03051,call,2026-01-28
ACT007327,OPP03052,call,2026-01-13
ACT007328,OPP03052,call,2026-02-12
ACT007329,OPP03053,call,2026-03-19
ACT007330,OPP03053,call,2026-03-22
ACT007331,OPP03054,linkedin,2026-02-22
ACT007332,OPP03054,meeting_online,2026-03-07
ACT007333,OPP03055,call,2026-03-02
ACT007334,OPP03055,meeting_online,2026-02-04
ACT007335,OPP03056,call,2026-03-17
ACT007336,OPP03057,call,2026-02-10
ACT007337,OPP03058,meeting_online,2026-03-09
ACT007338,OPP03058,call,2026-02-11
ACT007339,OPP03059,linkedin,2026-01-21
ACT007340,OPP03060,call,2026-03-29
ACT007341,OPP03060,meeting_online,2026-01-09
ACT007342,OPP03060,meeting_online,2026-02-15
ACT007343,OPP03061,call,2026-02-02
ACT007344,OPP03061,call,2026-01-22
ACT007345,OPP03061,call,2026-02-02
ACT007346,OPP03062,call,2026-02-16
ACT007347,OPP03062,linkedin,2026-01-12
ACT007348,OPP03062,call,2026-01-14
ACT007349,OPP03062,call,2026-02-20
ACT007350,OPP03063,call,2026-03-07
ACT007351,OPP03063,call,2026-02-04
ACT007352,OPP03064,call,2026-01-08
ACT007353,OPP03065,meeting_online,2026-01-28
ACT007354,OPP03065,call,2026-02-17
ACT007355,OPP03067,call,2026-03-23
ACT007356,OPP03067,meeting_f2f,2026-02-27
ACT007357,OPP03067,linkedin,2026-03-14
ACT007358,OPP03067,call,2026-03-08
ACT007359,OPP03067,meeting_online,2026-03-29
ACT007360,OPP03067,meeting_online,2026-03-01
ACT007361,OPP03068,call,2026-02-18
ACT007362,OPP03069,linkedin,2026-04-05
ACT007363,OPP03069,call,2026-03-01
ACT007364,OPP03069,call,2026-02-20
ACT007365,OPP03069,linkedin,2026-03-28
ACT007366,OPP03069,meeting_online,2026-05-16
ACT007367,OPP03069,meeting_online,2026-05-31
ACT007368,OPP03071,call,2026-04-16
ACT007369,OPP03071,call,2026-04-01
ACT007370,OPP03071,call,2026-03-19
ACT007371,OPP03071,call,2026-04-05
ACT007372,OPP03072,call,2026-02-02
ACT007373,OPP03072,call,2026-03-04
ACT007374,OPP03072,call,2026-04-01
ACT007375,OPP03073,meeting_online,2026-04-09
ACT007376,OPP03073,call,2026-03-07
ACT007377,OPP03073,call,2026-02-28
ACT007378,OPP03073,meeting_f2f,2026-03-30
ACT007379,OPP03075,linkedin,2026-02-15
ACT007380,OPP03075,meeting_online,2026-02-17
ACT007381,OPP03075,meeting_f2f,2026-03-01
ACT007382,OPP03075,meeting_online,2026-02-21
ACT007383,OPP03075,call,2026-03-06
ACT007384,OPP03075,meeting_online,2026-02-12
ACT007385,OPP03076,call,2026-04-06
ACT007386,OPP03076,call,2026-04-15
ACT007387,OPP03076,call,2026-04-15
ACT007388,OPP03076,meeting_online,2026-04-20
ACT007389,OPP03076,call,2026-04-05
ACT007390,OPP03077,linkedin,2026-03-05
ACT007391,OPP03077,meeting_online,2026-04-19
ACT007392,OPP03078,meeting_online,2026-03-29
ACT007393,OPP03078,call,2026-03-07
ACT007394,OPP03078,call,2026-03-20
ACT007395,OPP03078,meeting_online,2026-03-13
ACT007396,OPP03079,call,2026-03-16
ACT007397,OPP03079,linkedin,2026-02-06
ACT007398,OPP03079,call,2026-03-14
ACT007399,OPP03079,call,2026-02-17
ACT007400,OPP03080,call,2026-04-14
ACT007401,OPP03080,call,2026-03-06
ACT007402,OPP03080,call,2026-03-22
ACT007403,OPP03080,call,2026-05-13
ACT007404,OPP03082,linkedin,2026-03-07
ACT007405,OPP03082,call,2026-02-20
ACT007406,OPP03082,call,2026-03-07
ACT007407,OPP03083,call,2026-02-15
ACT007408,OPP03083,meeting_online,2026-03-08
ACT007409,OPP03083,call,2026-02-27
ACT007410,OPP03083,call,2026-02-11
ACT007411,OPP03084,call,2026-02-24
ACT007412,OPP03084,meeting_online,2026-03-24
ACT007413,OPP03084,call,2026-05-27
ACT007414,OPP03084,meeting_online,2026-07-02
ACT007415,OPP03084,call,2026-05-12
ACT007416,OPP03084,linkedin,2026-04-01
ACT007417,OPP03085,call,2026-03-17
ACT007418,OPP03086,meeting_f2f,2026-03-02
ACT007419,OPP03086,linkedin,2026-03-13
ACT007420,OPP03086,call,2026-02-05
ACT007421,OPP03086,call,2026-02-14
ACT007422,OPP03086,meeting_f2f,2026-03-01
ACT007423,OPP03086,call,2026-03-12
ACT007424,OPP03087,meeting_online,2026-04-06
ACT007425,OPP03087,call,2026-04-02
ACT007426,OPP03087,linkedin,2026-04-23
ACT007427,OPP03088,meeting_f2f,2026-02-04
ACT007428,OPP03088,meeting_f2f,2026-02-18
ACT007429,OPP03089,call,2026-02-27
ACT007430,OPP03089,meeting_online,2026-02-21
ACT007431,OPP03089,linkedin,2026-04-26
