opportunity_id,created_date,closed_date,arr,status,salesperson_id,source,type,account_id
OPP02770,2025-12-23,2026-01-28,5000,created,SP006,cold prospection,new business,ACC0023
OPP02771,2025-12-30,2026-02-09,19000,lost,SP004,cold prospection,new business,ACC0094
OPP02772,2025-12-29,2026-03-01,12000,created,SP004,cold prospection,new business,ACC0076
OPP02773,2025-12-01,2026-03-22,3500,created,SP006,event,new business,ACC0108
OPP02774,2025-12-15,2026-04-03,3500,qualified,SP005,cold prospection,new business,ACC0050
OPP02775,2025-12-03,2026-02-27,11500,won,SP006,marketing,new business,ACC0009
OPP02776,2025-12-27,2026-02-23,12000,created,SP006,event,new business,ACC0096
OPP02777,2025-12-06,2026-01-12,3500,lost,SP006,event,new business,ACC0096
OPP02779,2025-12-13,2026-01-12,9500,created,SP005,cold prospection,new business,ACC0030
OPP02780,2025-12-16,2026-02-25,45000,created,SP007,event,new business,ACC0062
OPP02781,2025/12/27,2026/01/11,33500,lost,SP007,marketing,new business,ACC0055
OPP02782,2025-12-30,2026-05-16,8000,qualified,SP007,cold prospection,new business,ACC0006
OPP02783,2025-12-10,2026-02-14,47500,won,SP007,cold prospection,upsell,ACC0032
OPP02784,2025-12-07,2026-01-14,35000,lost,SP007,cold prospection,new business,ACC0066
OPP02785,2025-12-10,2026-01-30,42500,qualified,SP007,marketing,new business,ACC0021
OPP02786,2025-12-27,2026-02-03,141500,created,SP007,marketing,upsell,ACC0006
OPP02787,2025-12-30,2026-03-16,8000,qualified,SP007,marketing,new business,ACC0075
OPP02788,2025-12-28,2026-03-24,80000,won,SP007,marketing,upsell,ACC0064
OPP02789,2025/12/24,2026/02/11,26500,won,SP007,event,upsell,ACC0019
OPP02790,2025-12-22,2026-03-23,21000,created,SP007,cold prospection,new business,ACC0031
OPP02791,2025-12-31,2026-02-02,30000,lost,SP007,marketing,upsell,ACC0055
OPP02792,2025-12-12,2026-01-26,21500,created,SP007,marketing,new business,ACC0029
OPP02793,2025-12-03,2026-03-08,22500,lost,SP007,cold prospection,new business,ACC0093
OPP02794,2025-12-12,2026-02-09,37000,lost,SP007,marketing,upsell,ACC0039
OPP02795,2025-12-09,2026-02-08,13500,lost,SP007,referral,new business,ACC0037
OPP02796,2025-12-26,2026-03-27,47000,lost,SP007,cold prospection,new business,ACC0100
OPP02797,2025-12-31,2026-04-05,27000,qualified,SP007,cold prospection,new business,ACC0049
OPP02798,2025-12-24,2026-02-08,14000,created,SP007,cold prospection,new business,ACC0103
OPP02799,2025-12-10,2026-01-15,22500,qualified,SP007,referral,upsell,ACC0001
OPP02800,2025-12-30,2026-03-03,30500,created,SP007,cold prospection,new business,ACC0062
OPP02801,2025-12-26,2026-03-09,24000,qualified,SP007,event,new business,ACC0065
OPP02802,2025-12-08,2026-01-22,38000,lost,SP007,cold prospection,new business,ACC0055
OPP02803,2025-12-23,2026-01-27,18000,created,SP007,referral,new business,ACC0031
OPP02804,2025-12-31,2026-03-01,37500,qualified,SP007,referral,upsell,ACC0075
OPP02805,2025-12-27,2026-02-14,45000,lost,SP007,event,new business,ACC0032
OPP02806,2025-12-15,2026-02-21,85500,won,SP007,referral,new business,ACC0029
OPP02807,2025-12-22,2026-04-23,28000,qualified,SP007,marketing,new business,ACC0001
OPP02808,2025-12-12,2026-01-01,45000,lost,SP007,marketing,new business,ACC0019
OPP02809,2025-12-03,2026-02-07,26500,created,SP007,event,new business,ACC0037
OPP02810,2025-12-06,2026-01-18,63000,lost,SP007,marketing,new business,ACC0062
OPP02811,2025-12-29,2026-02-11,15000,created,SP007,marketing,new business,ACC0005
OPP02812,2025-12-27,2026-05-12,39000,qualified,SP007,cold prospection,new business,ACC0093
OPP02813,2025-12-29,2026-04-16,24500,qualified,SP007,cold prospection,new business,ACC0055
OPP02814,2025-12-07,2026-01-03,21500,created,SP007,event,new business,ACC0001
OPP02815,2025-12-23,2026-03-09,28000,created,SP007,referral,new business,ACC0106
OPP02816,2025-12-12,2026-01-21,25500,qualified,SP007,marketing,upsell,ACC0075
OPP02817,2025-12-22,2026-02-19,14500,created,SP007,event,new business,ACC0100
OPP02818,2025-12-07,2026-02-03,18000,created,SP007,event,new business,ACC0049
OPP02819,2025-12-25,2026-05-12,70500,qualified,SP007,referral,new business,ACC0102
OPP02820,2025-12-30,2026-03-08,38000,created,SP007,cold prospection,new business,ACC0022
OPP02821,2025-12-25,2026-01-07,50000,lost,SP007,cold prospection,new business,ACC0021
OPP02822,2025-12-24 00:00:00,2026-01-29 00:00:00,18000,created,SP007,cold prospection,upsell,ACC0103
OPP02823,2025-12-29,2026-02-06,13500,created,SP007,marketing,upsell,ACC0029
OPP02824,2025-12-23,2026-01-24,52500,won,SP007,cold prospection,new business,ACC0062
OPP02826,2025-12-02,2025-12-28,47000,created,SP007,marketing,new business,ACC0041
OPP02827,2025-12-13,2026-02-25,22000,lost,SP007,event,upsell,ACC0103
OPP02828,2025-12-07,2026-02-27,12500,created,SP007,cold prospection,new business,ACC0005
OPP02829,2025/12/28,2026/03/28,12500,won,SP007,marketing,upsell,ACC0064
OPP02830,2025-12-31,2026-03-31,25000,lost,SP007,marketing,new business,ACC0092
OPP02831,2025-12-09,2026-02-07,44500,qualified,SP007,cold prospection,new business,ACC0102
OPP02832,2025-12-07,2026-01-04,24000,lost,SP007,referral,upsell,ACC0093
OPP02833,2025-12-17,2026-03-24,24000,created,SP007,cold prospection,upsell,ACC0075
OPP02834,2025-12-22,2026-03-22,28000,lost,SP007,cold prospection,upsell,ACC0093
OPP02835,2025-12-31,2026-02-12,30000,created,SP007,referral,new business,ACC0041
OPP02836,2025-12-07,2026-02-14,8500,created,SP007,event,upsell,ACC0075
OPP02837,2025-12-16,2026-01-09,32500,lost,SP007,cold prospection,new business,ACC0006
OPP02838,2025-12-22,2026-02-10,2500,created,SP007,cold prospection,new business,ACC0031
OPP02839,2025-12-18,2026-03-19,15500,created,SP007,marketing,new business,ACC0102
OPP02840,2025-12-08,2026-01-19,11500,qualified,SP007,cold prospection,new business,ACC0021
OPP02841,2025-12-19,2026-01-31,49500,qualified,SP007,marketing,new business,ACC0092
OPP02842,2025-12-12,2026-04-28,36500,qualified,SP007,cold prospection,new business,ACC0031
OPP02843,2025-12-03,2026-01-01,27500,created,SP007,cold prospection,upsell,ACC0100
OPP02844,2025-12-14 00:00:00,2026-04-13 00:00:00,52500,qualified,SP007,marketing,new business,ACC0001
OPP02845,2025-12-07,2026-02-25,19000,qualified,SP007,event,new business,ACC0055
OPP02846,2025-12-26,2026-03-11,72000,created,SP007,cold prospection,new business,ACC0001
OPP02847,2025-12-28,2026-04-11,23000,created,SP007,referral,new business,ACC0015
OPP02848,2025-12-19,2026-03-18,27000,won,SP007,marketing,new business,ACC0102
OPP02849,2025-12-21,2026-03-17,37000,created,SP007,marketing,new business,ACC0041
OPP02850,2025-12-29,2026-04-05,15000,created,SP007,marketing,new business,ACC0029
OPP02851,2025-12-13,2026-03-06,19500,lost,SP007,marketing,upsell,ACC0055
OPP02852,2025-12-16,2026-03-27,19000,created,SP007,marketing,upsell,ACC0039
OPP02853,2025-12-29,2026-01-29,16500,created,SP007,cold prospection,new business,ACC0022
OPP02855,2025-12-27,2026-03-20,18000,qualified,SP009,marketing,new business,ACC0111
OPP02856,2025-12-26,2026-01-21,5000,created,SP008,marketing,new business,ACC0116
OPP02857,2025-12-13,2026-04-24,5500,qualified,SP008,marketing,new business,ACC0084
OPP02858,2025-12-19,2026-01-09,21000,lost,SP008,cold prospection,new business,ACC0084
OPP02859,2025-12-29,2026-01-12,6500,won,SP008,cold prospection,new business,ACC0115
OPP02860,2025-12-01,2026-04-04,14000,qualified,SP008,marketing,new business,ACC0077
OPP02861,2025-12-13,2026-02-20,8500,won,SP008,cold prospection,new business,ACC0115
OPP02862,2025-12-21,2026-03-14,42000,qualified,SP008,marketing,new business,ACC0073
OPP02863,2025-12-19 00:00:00,2026-02-21 00:00:00,13500,created,SP008,marketing,new business,ACC0007
OPP02864,2025-12-22,2026-01-21,15500,created,SP009,referral,new business,ACC0115
OPP02865,2025-12-20,2026-03-01,31000,qualified,SP008,cold prospection,new business,ACC0115
OPP02866,2025-12-11,2026-01-29,11500,won,SP008,event,new business,ACC0084
OPP02867,2025-12-26,2026-04-17,23000,qualified,SP008,cold prospection,new business,ACC0054
OPP02868,2025-12-23,2026-03-04,16000,qualified,SP008,event,upsell,ACC0084
OPP02869,09/12/2025,04/01/2026,14500,created,SP009,cold prospection,new business,ACC0073
OPP02870,2025-12-24,2026-03-29,36000,lost,SP008,marketing,upsell,ACC0077
OPP02871,2025-12-29,2026-01-31,14000,created,SP010,event,upsell,ACC0034
OPP02872,2025-12-15,2026-01-08,18000,won,SP010,event,upsell,ACC0025
OPP02873,2025-12-16,2026-03-02,9000,lost,SP010,cold prospection,new business,ACC0087
OPP02874,2025-12-23,2026-05-09,60000,qualified,SP010,cold prospection,upsell,ACC0097
OPP02875,2025-12-08,2026-03-10,24000,created,SP010,referral,new business,ACC0025
OPP02876,2025-12-05,2026-01-02,23500,lost,SP010,event,upsell,ACC0025
OPP02877,2025-12-04,2026-04-13,11000,created,SP010,event,upsell,ACC0034
OPP02878,2025-12-17,2026-03-05,14500,qualified,SP010,referral,upsell,ACC0072
OPP02879,2025-12-18,2026-03-16,10000,lost,SP010,cold prospection,new business,ACC0034
OPP02881,2025-12-08,2026-01-24,19500,lost,SP010,cold prospection,upsell,ACC0025
OPP02882,2025-12-14,2026-02-03,4000,created,SP010,cold prospection,new business,ACC0061
OPP02883,2025-12-14,2026-02-01,15000,created,SP010,,new business,ACC0034
OPP02884,2026-01-24,2026-03-25,10500,lost,SP003,marketing,upsell,ACC0114
OPP02885,2026-01-01,2026-04-04,9000,won,SP001,marketing,new business,ACC0089
OPP02886,2026-01-05,2026-04-24,35000,qualified,SP003,event,new business,ACC0045
OPP02887,2026-01-03,2026-03-10,15500,lost,SP003,cold prospection,upsell,ACC0112
OPP02888,2026-01-09,2026-05-16,3000,created,SP001,marketing,new business,ACC0004
OPP02890,11/01/2026,10/02/2026,5000,won,SP001,cold prospection,new business,ACC0070
OPP02891,2026-01-05,2026-01-27,10000,created,SP003,referral,new business,ACC0042
OPP02892,2026-01-07,2026-02-24,4500,created,SP001,marketing,new business,ACC0002
OPP02893,2026-01-24,2026-04-23,11000,qualified,SP003,event,new business,ACC0014
OPP02894,2026-01-15,2026-04-13,23500,won,SP002,event,new business,ACC0020
OPP02895,2026-01-11,2026-04-23,3000,created,SP001,referral,new business,ACC0008
OPP02896,2026-01-06 00:00:00,2026-03-15 00:00:00,5500,qualified,SP001,cold prospection,new business,ACC0091
OPP02897,2026-01-09,2026-04-08,4500,created,SP003,referral,new business,ACC0017
OPP02898,2026-01-19,2026-05-10,10000,created,SP003,event,new business,ACC0003
OPP02899,2026-01-10,2026-05-14,4000,created,SP001,event,new business,ACC0057
OPP02900,2026-01-22,2026-02-14,2500,won,SP003,marketing,upsell,ACC0071
OPP02901,2026-01-21,2026-03-15,5500,created,SP003,event,new business,ACC0079
OPP02902,2026-01-30,2026-04-06,11000,created,SP001,event,new business,ACC0044
OPP02903,2026-01-15,2026-03-09,18500,qualified,SP001,cold prospection,upsell,ACC0114
OPP02904,2026-01-05,2026-04-09,7000,created,SP002,cold prospection,new business,ACC0095
OPP02906,2026-01-08,2026-05-21,23000,qualified,SP003,cold prospection,upsell,ACC0027
OPP02907,2026-01-03,2026-03-22,3500,created,SP001,marketing,new business,ACC0008
OPP02908,2026-01-23,2026-04-21,9000,lost,SP003,referral,new business,ACC0068
OPP02909,2026-01-29,2026-04-11,12500,lost,SP001,cold prospection,new business,ACC0071
OPP02910,2026-01-21,2026-02-23,10000,created,SP001,cold prospection,new business,ACC0095
OPP02911,2026-01-12,2026-05-09,4000,created,SP001,cold prospection,new business,ACC0095
OPP02912,2026-01-29,2026-03-11,11500,won,SP002,marketing,new business,ACC0059
OPP02913,2026-01-06,2026-02-04,3000,lost,SP001,cold prospection,new business,ACC0057
OPP02914,2026-01-13,2026-03-22,7500,qualified,SP003,event,new business,ACC0048
OPP02915,2026-01-07,2026-05-26,11500,qualified,SP001,cold prospection,upsell,ACC0002
OPP02916,2026-01-15,2026-04-26,6000,qualified,SP001,referral,new business,ACC0047
OPP02917,2026-01-01,2026-02-11,5000,created,SP002,marketing,new business,ACC0071
OPP02918,2026-01-25,2026-05-03,11500,created,SP003,event,new business,ACC0114
OPP02919,2026-01-15,2026-06-14,7500,qualified,SP002,marketing,new business,ACC0044
OPP02921,2026-01-26,2026-04-18,6500,lost,SP001,cold prospection,new business,ACC0024
OPP02922,2026-01-29,2026-03-23,10000,qualified,SP002,marketing,new business,ACC0053
OPP02923,2026-01-19,2026-03-16,7500,created,SP003,event,new business,ACC0024
OPP02924,2026-01-30,2026-05-05,7000,created,SP002,marketing,new business,ACC0028
OPP02925,2026-01-13,2026-04-28,6500,created,SP001,cold prospection,new business,ACC0069
OPP02926,2026-01-27,2026-03-26,9500,qualified,SP003,cold prospection,new business,ACC0046
OPP02927,2026-01-09,2026-04-24,11500,created,SP003,cold prospection,new business,ACC0080
OPP02928,2026-01-04,2026-05-27,2500,qualified,SP001,marketing,new business,ACC0107
OPP02929,2026-01-28,2026-02-15,21500,lost,SP001,cold prospection,upsell,ACC0120
OPP02930,2026-01-28,2026-03-01,9500,lost,SP001,cold prospection,upsell,ACC0013
OPP02931,2026-01-10,2026-02-03,14500,lost,SP003,marketing,new business,ACC0112
OPP02932,2026-01-28,2026-05-06,24000,qualified,SP002,cold prospection,new business,ACC0086
OPP02933,25/01/2026,08/01/2026,5000,qualified,SP003,cold prospection,new business,ACC0014
OPP02934,2026-01-10,2026-05-11,4500,created,SP001,marketing,new business,ACC0114
OPP02935,2026-01-30,2026-05-06,8000,qualified,SP002,cold prospection,new business,ACC0070
OPP02936,2026-01-24,2026-06-19,6500,qualified,SP002,event,new business,ACC0105
OPP02937,2026-01-20,2026-05-04,14500,created,SP002,event,new business,ACC0017
OPP02938,2026-01-14,2026-02-26,3000,created,SP001,cold prospection,new business,ACC0026
OPP02939,2026-01-06,2026-05-22,9500,qualified,SP003,marketing,new business,ACC0044
OPP02940,2026-01-17,2026-02-07,13000,lost,SP003,marketing,new business,ACC0117
OPP02941,2026-01-05,2026-04-28,5000,qualified,SP002,cold prospection,new business,ACC0091
OPP02942,2026-01-06,2026-04-30,6000,created,SP003,event,new business,ACC0117
OPP02943,2026-01-14,2026-02-14,13500,won,SP002,cold prospection,new business,ACC0003
OPP02944,2026-01-12,2026-03-12,8500,qualified,SP001,cold prospection,new business,ACC0024
OPP02945,2026-01-11,2026-02-22,6000,created,SP003,referral,upsell,ACC0004
OPP02947,2026-01-27,2026-05-14,5000,qualified,SP003,marketing,new business,ACC0024
OPP02948,2026-01-18,2026-04-06,10500,created,SP003,event,upsell,ACC0069
OPP02949,2026-01-06,2026-03-21,30000,lost,SP003,cold prospection,new business,ACC0028
OPP02950,2026-01-26,2026-03-29,11500,lost,SP001,cold prospection,upsell,ACC0028
OPP02951,2026-01-11,2026-03-31,13000,lost,SP003,event,upsell,ACC0014
OPP02952,2026-01-25,2026-03-14,13000,qualified,SP002,referral,new business,ACC0026
OPP02953,2026-01-04,2026-04-18,3500,created,SP001,referral,new business,ACC0010
OPP02954,2026-01-23,2026-04-22,24000,created,SP003,cold prospection,new business,ACC0020
OPP02955,2026-01-29,2026-02-16,13000,won,SP001,cold prospection,new business,ACC0071
OPP02956,2026-01-31,2026-04-22,18000,created,SP003,cold prospection,new business,ACC0117
OPP02957,2026-01-25,2026-02-25,7500,lost,SP003,referral,new business,ACC0057
OPP02958,2026-01-18,2026-03-03,31000,lost,SP003,cold prospection,new business,ACC0013
OPP02959,2026-01-05,2026-04-02,13000,qualified,SP002,marketing,upsell,ACC0095
OPP02960,2026-01-12,2026-04-25,15000,qualified,SP003,cold prospection,new business,ACC0068
OPP02961,2026-01-22,2026-02-03,24000,won,SP005,event,upsell,ACC0030
OPP02962,2026-01-05,2026-04-24,12000,created,SP006,cold prospection,new business,ACC0051
OPP02963,2026-01-06,2026-05-12,2000,created,SP006,cold prospection,new business,ACC0109
OPP02964,2026-01-20,2026-03-16,6000,qualified,SP006,cold prospection,new business,ACC0081
OPP02965,2026-01-14,2026-03-31,9000,created,SP006,marketing,upsell,ACC0085
OPP02966,2026-01-20,2026-04-10,7000,created,SP004,marketing,new business,ACC0060
OPP02967,2026-01-10,2026-05-04,10500,qualified,SP004,cold prospection,new business,ACC0098
OPP02968,2026-01-26,2026-05-13,16000,created,SP006,marketing,new business,ACC0060
OPP02969,2026-01-28,2026-03-13,5000,qualified,SP006,marketing,new business,ACC0038
OPP02970,2026-01-17,2026-03-24,11000,qualified,SP005,referral,new business,ACC0018
OPP02971,2026-01-11,2026-03-30,4500,won,SP004,cold prospection,upsell,ACC0051
OPP02972,2026-01-13,2026-02-20,15500,qualified,SP005,event,new business,ACC0098
OPP02973,2026-01-06,2026-04-01,12500,qualified,SP006,cold prospection,new business,ACC0085
OPP02974,2026-01-27,2026-04-30,11000,qualified,SP004,marketing,new business,ACC0030
OPP02975,2026-01-29,2026-03-02,8000,lost,SP004,event,new business,ACC0009
OPP02976,2026-01-12,2026-01-22,25000,won,SP006,marketing,new business,ACC0018
OPP02977,2026-01-18,2026-02-27,18500,qualified,SP004,event,new business,ACC0109
OPP02979,2026-01-18,2026-02-27,11500,lost,SP005,referral,new business,ACC0056
OPP02980,2026-01-15,2026-02-04,8500,created,SP005,event,new business,ACC0119
OPP02981,2026-01-25,2026-05-24,6000,created,SP006,cold prospection,new business,ACC0051
OPP02982,2026-01-31,2026-05-02,10500,created,SP005,event,new business,ACC0051
OPP02983,2026-01-18,2026-03-06,31000,lost,SP006,marketing,new business,ACC0109
OPP02984,2026-01-17,2026-01-29,22500,won,SP005,marketing,new business,ACC0119
OPP02985,2026-01-06,2026-02-14,6000,qualified,SP005,cold prospection,new business,ACC0113
OPP02986,2026-01-12,2026-03-07,13000,created,SP006,referral,new business,ACC0018
OPP02987,2026-01-05,2026-03-06,6000,lost,SP006,marketing,new business,ACC0083
OPP02988,2026-01-31,2026-04-02,17000,lost,SP005,cold prospection,upsell,ACC0078
OPP02989,2026-01-10,2026-05-09,7500,created,SP004,cold prospection,new business,ACC0051
OPP02990,2026-01-20,2026-04-05,5000,qualified,SP005,cold prospection,upsell,ACC0109
OPP02991,2026-01-28,2026-04-15,5000,qualified,SP004,marketing,upsell,ACC0018
OPP02992,2026-01-10,2026-04-03,6000,created,SP005,cold prospection,upsell,ACC0104
OPP02993,2026-01-10,2026-04-16,5500,created,SP006,cold prospection,new business,ACC0104
OPP02994,2026-01-28,2026-02-17,4000,created,SP004,cold prospection,new business,ACC0078
OPP02995,2026-01-11,2026-02-21,11500,created,SP006,marketing,upsell,ACC0050
OPP02996,2026-01-01,2026-04-30,11000,qualified,SP006,event,new business,ACC0035
OPP02997,2026-01-30,2026-06-13,10500,qualified,SP006,marketing,new business,ACC0098
OPP02998,2026-01-06,2026-04-18,5500,created,SP005,cold prospection,new business,ACC0098
OPP02999,2026-01-11,2026-03-13,10500,created,SP006,cold prospection,new business,ACC0088
OPP03000,2026-01-22,2026-03-13,85000,won,SP008,cold prospection,new business,ACC0019
OPP03001,2026-01-17,2026-03-03,39000,qualified,SP008,referral,new business,ACC0058
OPP03002,2026-01-17,2026-03-04,22500,qualified,SP007,cold prospection,new business,ACC0039
OPP03003,2026-01-08,2026-05-06,15000,created,SP008,marketing,new business,ACC0075
OPP03005,2026-01-23,2026-05-31,10000,created,SP008,cold prospection,new business,ACC0022
OPP03007,2026-01-23,2026-04-09,35500,lost,SP007,referral,upsell,ACC0029
OPP03008,2026-01-14,2026-04-27,28500,qualified,SP007,marketing,upsell,ACC0062
OPP03009,2026-01-12,2026-02-16,32500,won,SP007,event,new business,ACC0058
OPP03010,2026-01-14,2026-03-05,33500,won,SP007,marketing,new business,ACC0037
OPP03011,2026-01-10,2026-02-16,13000,lost,SP008,event,upsell,ACC0037
OPP03012,2026-01-16,2026-06-10,57500,qualified,SP007,marketing,new business,ACC0015
OPP03013,2026-01-10,2026-02-25,35000,qualified,SP008,cold prospection,new business,ACC0118
OPP03014,2026-01-06,2026-02-24,43500,lost,SP008,event,new business,ACC0065
OPP03015,2026-01-05,2026-03-11,57500,won,SP008,referral,new business,ACC0041
OPP03016,2026-01-02,2026-01-28,13000,created,SP007,marketing,new business,ACC0093
OPP03017,2026-01-19,2026-01-10,44000,lost,SP007,marketing,new business,ACC0064
OPP03018,2026-01-18,2026-03-05,29500,won,SP008,cold prospection,new business,ACC0092
OPP03019,2026-01-09,2026-04-14,54500,lost,SP008,marketing,new business,ACC0066
OPP03020,2026-01-12,2026-03-10,10500,won,SP008,referral,upsell,ACC0021
OPP03021,2026-01-11,2026-04-22,32500,qualified,SP008,cold prospection,upsell,ACC0102
OPP03022,2026-01-05,2026-03-15,24500,lost,SP007,marketing,new business,ACC0055
OPP03023,2026-01-29,2026-04-26,29000,created,SP007,referral,new business,ACC0106
OPP03024,2026-01-15,2026-03-18,34000,created,SP007,referral,new business,ACC0055
OPP03025,2026-01-09,2026-03-04,18500,created,SP008,marketing,new business,ACC0103
OPP03026,2026-01-28,2026-04-14,23000,lost,SP007,cold prospection,new business,ACC0062
OPP03027,2026-01-07,2026-03-01,32000,won,SP007,event,new business,ACC0022
OPP03028,2026-01-04,2026-03-27,17000,created,SP007,referral,new business,ACC0065
OPP03029,2026-01-11,2026-05-12,38500,created,SP007,referral,upsell,ACC0106
OPP03030,2026-01-24,2026-04-13,19500,created,SP007,cold prospection,new business,ACC0106
OPP03031,2026-01-28,2026-03-07,7000,won,SP008,cold prospection,upsell,ACC0049
OPP03032,2026-01-21,2026-06-01,19500,qualified,SP008,referral,new business,ACC0100
OPP03033,2026-01-01,2026-03-12,8000,created,SP008,cold prospection,new business,ACC0022
OPP03034,2026-01-08,2026-05-17,9500,created,SP007,referral,upsell,ACC0001
OPP03035,2026-01-10,2026-03-05,17500,lost,SP007,event,new business,ACC0075
OPP03036,2026-01-02,2026-03-21,36000,won,SP007,event,upsell,ACC0093
OPP03037,2026-01-23,2026-03-06,74500,qualified,SP007,event,new business,ACC0005
OPP03038,2026-01-07,2026-03-25,40500,lost,SP008,cold prospection,new business,ACC0006
OPP03039,2026-01-13,2026-05-01,14000,created,SP007,cold prospection,new business,ACC0055
OPP03040,2026-01-08,2026-04-17,19000,created,SP007,cold prospection,new business,ACC0039
OPP03041,2026-01-11,2026-03-24,23500,qualified,SP008,marketing,new business,ACC0006
OPP03042,2026-01-28,2026-05-17,21000,qualified,SP008,cold prospection,new business,ACC0106
OPP03043,2026-01-29,2026-04-05,15500,qualified,SP007,cold prospection,new business,ACC0015
OPP03044,2026-01-05,2026-04-08,5000,qualified,SP009,marketing,new business,ACC0116
OPP03045,2026-01-25,2026-03-17,9500,created,SP008,cold prospection,new business,ACC0115
OPP03046,2026-01-09,2026-03-12,14500,lost,SP008,referral,new business,ACC0054
OPP03047,2026-01-20,2026-03-22,9000,qualified,SP008,marketing,upsell,ACC0111
OPP03048,2026-01-10,2026-03-18,22000,created,SP008,marketing,new business,ACC0084
OPP03049,2026-01-18,2026-03-21,6000,qualified,SP009,cold prospection,new business,ACC0073
OPP03050,2026-01-14,2026-03-08,20500,created,SP009,marketing,new business,ACC0054
OPP03051,2026-01-19,2026-01-31,10500,lost,SP009,marketing,new business,ACC0111
OPP03052,2026-01-02,2026-05-05,12000,qualified,SP008,event,upsell,ACC_MISSING_08
OPP03053,2026-01-21,2026-04-19,6500,created,SP009,marketing,new business,ACC0073
OPP03054,2026-01-15 00:00:00,2026-03-10 00:00:00,13500,won,SP008,marketing,new business,ACC0111
OPP03055,2026-01-27,2026-04-19,14500,created,SP008,cold prospection,new business,ACC0116
OPP03056,2026-01-21,2026-03-21,24000,lost,SP008,event,upsell,ACC0054
OPP03057,2026-01-25,2026-03-12,21500,created,SP009,referral,upsell,ACC0077
OPP03058,2026-01-17,2026-03-24,22500,won,SP010,cold prospection,new business,ACC0072
OPP03059,2026-01-17,2026-03-14,8500,created,SP010,event,new business,ACC0072
OPP03060,2026-01-04,2026-04-03,35500,won,SP010,referral,upsell,ACC0025
OPP03061,2026-01-12,2026-02-14,9000,lost,SP010,cold prospection,new business,ACC0099
OPP03062,2026-01-12,2026-02-24,28000,lost,SP010,event,new business,ACC0061
OPP03063,2026-01-28,2026-05-01,28000,won,SP010,,new business,ACC0034
OPP03064,2026-01-01,2026-01-28,35000,created,SP010,marketing,new business,ACC0087
OPP03065,2026-01-23,2026-02-22,13500,won,SP010,referral,new business,ACC0034
OPP03067,2026-01-30,2026-04-19,59500,lost,SP010,cold prospection,upsell,ACC0061
OPP03068,2026-01-24 00:00:00,2026-03-07 00:00:00,12000,lost,SP010,marketing,upsell,ACC0061
OPP03069,2026-02-07,2026-05-16,17500,qualified,SP001,cold prospection,upsell,ACC0026
OPP03070,2026-02-01,2026-04-04,3000,qualified,SP002,marketing,new business,ACC0117
OPP03071,2026-02-20,2026-04-29,6500,created,SP001,cold prospection,new business,ACC0004
OPP03072,2026-02-02,2026-04-14,9000,created,SP002,cold prospection,new business,ACC0002
OPP03073,2026-02-05,2026-06-19,12500,qualified,SP001,event,new business,ACC0004
OPP03075,2026-02-11,2026-03-21,9500,qualified,SP002,cold prospection,new business,ACC0074
OPP03076,2026-02-26,2026-05-16,11500,created,SP003,cold prospection,new business,ACC0002
OPP03077,2026-02-25,2026-04-21,5000,qualified,SP001,event,new business,ACC0107
OPP03078,2026-02-19 00:00:00,2026-04-04 00:00:00,7500,qualified,SP001,cold prospection,new business,ACC0080
OPP03079,2026-02-01,2026-03-18,7500,lost,SP002,event,new business,ACC0048
OPP03080,2026-02-16,2026-06-19,16000,created,SP001,event,new business,ACC0090
OPP03081,2026-02-15,2026-03-13,17000,created,SP002,cold prospection,new business,ACC0047
OPP03082,2026-02-10,2026-03-20,6500,created,SP002,cold prospection,new business,ACC0017
OPP03083,2026-02-06,2026-03-08,10500,created,SP001,referral,new business,ACC0091
OPP03084,2026-02-24,2026-06-18,5000,created,SP001,marketing,upsell,ACC0091
OPP03085,2026-02-06,2026-05-23,14000,created,SP002,cold prospection,new business,ACC0101
OPP03086,2026-02-04,2026-03-21,25500,qualified,SP001,cold prospection,new business,ACC0017
OPP03087,2026-02-18,2026-04-23,14000,created,SP001,marketing,new business,ACC0114
OPP03088,2026-02-04,2026-03-09,21000,created,SP002,referral,new business,ACC0004
OPP03089,2026-02-18,2026-05-04,3000,created,SP003,event,new business,ACC0011
OPP03090,2026-02-10,2026-04-13,8500,lost,SP003,marketing,new business,ACC0095
OPP03091,2026-02-26,2026-04-29,6500,qualified,SP003,referral,upsell,ACC0114
OPP03092,2026-02-17,2026-04-11,7000,created,SP003,marketing,new business,ACC0045
OPP03094,2026-02-20,2026-04-19,7500,created,SP003,event,new business,ACC0017
OPP03095,2026-02-25,2026-07-03,23500,qualified,SP003,event,upsell,ACC0027
OPP03096,2026-02-08,2026-04-24,9000,created,SP002,cold prospection,upsell,ACC0086
OPP03097,2026-02-06,2026-05-19,11500,qualified,SP001,cold prospection,new business,ACC0042
OPP03098,2026-02-23,2026-04-05,3000,created,SP001,marketing,new business,ACC0024
OPP03099,2026-02-24,2026-04-27,3000,created,SP001,cold prospection,new business,ACC0002
OPP03101,2026-02-13,2026-06-06,12500,qualified,SP002,marketing,new business,ACC0043
OPP03102,2026-02-25,2026-04-01,6500,created,SP003,marketing,new business,ACC0011
OPP03103,2026-02-28,2026-07-07,8500,qualified,SP001,cold prospection,upsell,ACC0059
OPP03104,2026-02-16,2026-05-11,4000,won,SP001,referral,new business,ACC0071
